№ п/п;Имя параметра;Описание параметра;Система;CAN_ID;Смещение;Длина;UNO1;№ порта UNO1;UNO3;№ порта UNO3;Протокол;Тип ;StandID;BitCount
395;BI25_5SS1_R4;Сработка 5СС1-Р4 в Тамбуре №12 ;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;10;1;ДА;3;ДА;0;Пожарная автоматика;РИ;;
396;BI25_5SS1_DF5_f;Сработка 5СС1-ДФ5 дым в Тамбуре №13 15%;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;11;1;ДА;3;ДА;0;Пожарная автоматика;Д15;;
397;BI25_5SS1_R5;Сработка 5СС1-Р5 в Тамбуре №13 ;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;12;1;ДА;3;ДА;0;Пожарная автоматика;РИ;;
398;BI25_5SS1_DF3_f;Сработка 5СС1-ДФ3 дым в Раздевальной команды (ПСО) 15%;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;13;1;ДА;3;ДА;0;Пожарная автоматика;Д15;;
399;BI25_5SS1_DT5_T1;Сработка 5СС1-ДТ5 температура в Санузле №3 30 гр.Ц.;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;14;1;ДА;3;ДА;0;Пожарная автоматика;ПТ30;;
400;BI25_5SS1_DT5_T2;Сработка 5СС1-ДТ5 температура в Санузле №3 70 гр.Ц.;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;15;1;ДА;3;ДА;0;Пожарная автоматика;ПТ70;;
401;BI25_5SS1_DT5_dT;Сработка 5СС1-ДТ5 изменение температуры в Санузле №3 10 гр.Ц. в мин.;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;16;1;ДА;3;ДА;0;Пожарная автоматика;ИТ10;;
402;BI25_5SS1_DF1_f;Сработка 5СС1-ДФ1 дым в Коридорке №4 15%;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;17;1;ДА;3;ДА;0;Пожарная автоматика;Д15;;
403;BI25_5SS1_DF2_f;Сработка 5СС1-ДФ2 дым в Коридорке №4 15%;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;18;1;ДА;3;ДА;0;Пожарная автоматика;Д15;;
404;BI25_5SS1_R2;Сработка 5СС1-Р2 в Коридоре №4;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;19;1;ДА;3;ДА;0;Пожарная автоматика;РИ;;
405;BI25_5SS1_R3;Сработка 5СС1-Р3 в Коридоре №4;2025. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 5;506;20;1;ДА;3;ДА;0;Пожарная автоматика;РИ;;
406;BI26_6SS1_DT1_T1;Сработка 6СС1-ДТ1 температура в ДГО 30 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;21;1;ДА;3;ДА;0;Пожарная автоматика;ПТ30;;
407;BI26_6SS1_DT1_T2;Сработка 6СС1-ДТ1 температура в ДГО 70 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;22;1;ДА;3;ДА;0;Пожарная автоматика;ПТ70;;
408;BI26_6SS1_DT1_dT;Сработка 6СС1-ДТ1 изменение температура в ДГО 10 гр.Ц. в мин.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;23;1;ДА;3;ДА;0;Пожарная автоматика;ИТ10;;
409;BI26_6SS1_DT2_T1;Сработка 6СС1-ДТ2 температура в ДГО 30 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;24;1;ДА;3;ДА;0;Пожарная автоматика;ПТ30;;
410;BI26_6SS1_DT2_T2;Сработка 6СС1-ДТ2 температура в ДГО 70 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;25;1;ДА;3;ДА;0;Пожарная автоматика;ПТ70;;
411;BI26_6SS1_DT2_dT;Сработка 6СС1-ДТ2 изменение температура в ДГО 10 гр.Ц. в мин.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;26;1;ДА;3;ДА;0;Пожарная автоматика;ИТ10;;
412;BI26_6SS1_DT3_T1;Сработка 6СС1-ДТ3 температура в ДГО 30 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;27;1;ДА;3;ДА;0;Пожарная автоматика;ПТ30;;
413;BI26_6SS1_DT3_T2;Сработка 6СС1-ДТ3 температура в ДГО 70 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;28;1;ДА;3;ДА;0;Пожарная автоматика;ПТ70;;
414;BI26_6SS1_DT3_dT;Сработка 6СС1-ДТ3 изменение температура в ДГО 10 гр.Ц. в мин.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;29;1;ДА;3;ДА;0;Пожарная автоматика;ИТ10;;
415;BI26_6SS1_DT4_T1;Сработка 6СС1-ДТ4 температура в ДГО 30 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;30;1;ДА;3;ДА;0;Пожарная автоматика;ПТ30;;
416;BI26_6SS1_DT4_T2;Сработка 6СС1-ДТ4 температура в ДГО 70 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;31;1;ДА;3;ДА;0;Пожарная автоматика;ПТ70;;
417;BI26_6SS1_DT4_dT;Сработка 6СС1-ДТ4 изменение температура в ДГО 10 гр.Ц. в мин.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;32;1;ДА;3;ДА;0;Пожарная автоматика;ИТ10;;
418;BI26_6SS1_DT5_T1;Сработка 6СС1-ДТ5 температура в ДГО 30 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;33;1;ДА;3;ДА;0;Пожарная автоматика;ПТ30;;
419;BI26_6SS1_DT5_T2;Сработка 6СС1-ДТ5 температура в ДГО 70 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;34;1;ДА;3;ДА;0;Пожарная автоматика;ПТ70;;
420;BI26_6SS1_DT5_dT;Сработка 6СС1-ДТ5 изменение температура в ДГО 10 гр.Ц. в мин.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;35;1;ДА;3;ДА;0;Пожарная автоматика;ИТ10;;
421;BI26_6SS1_DT6_T1;Сработка 6СС1-ДТ6 температура в ДГО 30 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;36;1;ДА;3;ДА;0;Пожарная автоматика;ПТ30;;
422;BI26_6SS1_DT6_T2;Сработка 6СС1-ДТ6 температура в ДГО 70 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;37;1;ДА;3;ДА;0;Пожарная автоматика;ПТ70;;
423;BI26_6SS1_DT6_dT;Сработка 6СС1-ДТ6 изменение температура в ДГО 10 гр.Ц. в мин.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;38;1;ДА;3;ДА;0;Пожарная автоматика;ИТ10;;
424;BI26_6SS1_DT7_T1;Сработка 6СС1-ДТ7 температура в ДГО 30 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;39;1;ДА;3;ДА;0;Пожарная автоматика;ПТ30;;
425;BI26_6SS1_DT7_T2;Сработка 6СС1-ДТ7 температура в ДГО 70 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;40;1;ДА;3;ДА;0;Пожарная автоматика;ПТ70;;
426;BI26_6SS1_DT7_dT;Сработка 6СС1-ДТ7 изменение температура в ДГО 10 гр.Ц. в мин.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;41;1;ДА;3;ДА;0;Пожарная автоматика;ИТ10;;
427;BI26_6SS1_DT8_T1;Сработка 6СС1-ДТ8 температура в ДГО 30 гр.Ц.;2026. Комплекс технических средств охранно-пожарной автоматики ГАММА-01Ф Участок 6;506;42;1;ДА;3;ДА;0;Пожарная автоматика;ПТ30;;
